-0.2083056	-0.17047778	-0.54088944	-0.022710923	0.20848538	0.19699319	-0.3221562	-0.3646737	-0.4313513	-0.09616975	-0.09700975	0.023925615	-0.06771396	0.12204877	-0.4283462	0.08914113
-0.17014933	-0.4089797	-0.58778995	0.12447982	0.036900952	0.257547	-0.4406424	-0.08420866	-0.4157221	-0.14974824	-0.3072126	0.05228298	-0.008833688	-0.015669478	-0.5669054	0.027854634
-0.32481474	-0.3277136	-0.6301645	-0.06112967	0.108395286	0.32866952	-0.05306831	-0.027042193	-0.33888054	0.1599154	-0.16720827	-0.0035647627	-0.06718122	-0.0353234	-0.6790659	-0.38422227
-0.10718094	-0.17020126	-0.78220665	0.032727387	-0.07237552	-0.04441007	-0.20340845	-0.060278434	-0.5890142	0.3120696	-0.01798428	0.284974	-0.4033407	-0.32202613	-0.5691198	-0.44578192
-0.060995653	-0.12984504	-0.51189214	0.12629308	0.06807296	0.1270896	-0.3364648	-0.14482398	-0.4551328	-0.0044970163	0.011264485	0.14722788	-0.07484875	0.08130558	-0.26801625	-0.0170819
0.037271768	0.0023253658	-0.597349	0.077177145	-0.015143459	0.023185205	-0.17496988	-0.15222558	-0.5285256	0.10075063	0.12223218	0.22034514	-0.18503012	0.042173274	-0.25788745	-0.10615013
-0.24393545	-0.3520332	-0.59632796	-0.123315275	0.12282488	0.16934572	-0.232426	-0.28476205	-0.38185555	-0.07121682	-0.2772383	-0.10652879	-0.01849197	-0.10309958	-0.6125792	0.009454688
-0.23644923	0.21118009	-0.0904806	-0.2896762	0.46877816	0.19668162	-0.52584606	-0.904112	-0.48180583	-0.52531004	-0.12810843	-0.15894513	-0.06256817	0.16072883	0.29416695	0.70312303
0.12647705	-0.27900183	-0.5480642	0.32030827	-0.11310603	0.03664788	-0.40773	0.023681752	-0.29972914	-0.012869825	0.018854404	0.2775085	0.04454903	0.22992632	-0.28993928	0.0071782614
0.10139166	-0.09197948	-0.674478	0.10020509	-0.15887645	-0.008678709	-0.008389255	0.20500465	-0.30764386	0.33719474	0.15487313	0.34504148	-0.17112279	0.07271256	-0.44599393	-0.4700444
-0.37008545	-0.058511343	-0.7871696	-0.12335958	0.084176846	0.0362316	0.3806704	0.12282688	-0.51802325	0.58432865	0.052831084	0.14553909	-0.46612477	-0.3981664	-0.832916	-0.7874097
-0.090037405	-0.027490752	-0.56655437	-0.07825189	0.009385794	0.0043770396	0.069708124	-0.13614944	-0.38340428	0.24124837	0.20014872	0.1535026	-0.18806237	0.049679875	-0.40974793	-0.35386255
-0.067738734	-0.3492746	-0.5254083	0.3205551	-0.10377759	0.2199189	-0.45240194	0.06546562	-0.23414557	-0.16644603	-0.17437786	0.16139111	0.058981493	0.1984523	-0.43769005	0.018594258
-0.26873192	-0.24969992	-0.86657554	0.10763462	-0.15372068	-0.038433477	-0.10377931	0.26343468	-0.68897486	0.45574108	-0.10533142	0.26496404	-0.34810284	-0.52793676	-0.83084524	-0.615097
0.057484612	-0.19614033	-0.5341513	0.3732436	-0.1407511	-0.043658886	-0.5465276	-0.042056862	-0.3875643	-0.20802194	-0.07176085	0.2627527	0.005526568	0.11426997	-0.22800656	0.26703706
-0.111148626	-0.41676477	-0.3945178	0.5013593	-0.041468866	0.27863896	-0.41275802	0.3863821	0.28670713	-0.29878494	-0.28617194	0.0671623	0.37666273	0.35899007	-0.512342	0.2911936
-0.065445974	-0.36740002	-0.46353805	0.31435248	-0.0676637	0.20956983	-0.22813648	0.21404997	-0.057069916	0.038161423	-0.15407717	0.15566784	0.13674887	0.28257734	-0.52306557	-0.18711865
0.11688481	0.127269	-0.4768791	0.040188495	0.061775193	0.024082765	-0.33312833	-0.35594907	-0.4364573	-0.04842547	0.1976546	0.22197708	-0.19863686	0.15751337	0.14119865	0.12454041
-0.106675915	-0.0065566194	-0.45634252	-0.017496204	0.15010768	0.10709819	-0.2425112	-0.23587574	-0.43819493	0.071752	-0.039770983	0.096413255	-0.26127443	-0.079401284	-0.10815038	-0.06461607
